,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,pos_joint_7,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_joint_7,acc_joint_1,acc_joint_2,acc_joint_3,acc_joint_4,acc_joint_5,acc_joint_6,acc_joint_7,time_from_start_ms
0,0.22995402876839677,0.3023666203683595,-0.0699856611912697,-1.3726559592738177,0.009898123112116686,1.4999994156358891,0.2099571859833267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17572610670427385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.24079043521118093,0.3634646949400467,-0.0649478122253449,-1.3392780439354797,0.007177069713953826,1.472411691339315,0.22543648968707491,0.05264406480053785,0.2968189698238748,0.02447424326669377,0.162152383934289,-0.013219078868529889,-0.13402320716156932,0.07519960344325717,0.17543203612425157,0.9891249171924339,0.0815584120478567,0.5403595444951896,-0.044051498120061046,-0.44662136575776823,0.2505965220917378,351.0
2,0.2516268416539651,0.4245627695117339,-0.059909963259420114,-1.3059001285971414,0.004456016315790967,1.4448239670427407,0.2409157933908231,0.08504378990015807,0.47949584067499773,0.03953688626104718,0.2619488697038555,-0.021354744741469693,-0.21650762559424153,0.12148110713020442,0.16397323334741318,0.9245176333794727,0.0762312108188487,0.5050645460117303,-0.04117415917938713,-0.4174491218551848,0.2342281541091819,496.0
3,0.26246324809674926,0.48566084408342103,-0.054872114293495325,-1.2725222132588034,0.0017349629176281068,1.4172362427461667,0.2563950970945713,0.10386365509715703,0.5856064349302552,0.048286247861882854,0.3199171519513931,-0.026080468016768225,-0.26441993444817974,0.14836441116518093,0.15635534068907808,0.8815662568160554,0.07268964998371634,0.48160018284400996,-0.039261284019686496,-0.3980552089848334,0.22334634798059216,610.0
4,0.2732996545395335,0.5467589186551083,-0.04983426532757053,-1.2391442979204654,-0.0009860904805347511,1.3896485184495926,0.27187440079831954,0.11896597926951417,0.6707567043817024,0.055307323401683574,0.36643479599682754,-0.029872705851914545,-0.30286798987174907,0.16993738037141098,0.15087342944032814,0.8506580194737704,0.07014110761761277,0.4647149939653478,-0.037884760048334916,-0.3840991565843741,0.2155156921682362,706.0
5,0.28413606098231764,0.6078569932267954,-0.04479641636164573,-1.2057663825821272,-0.0037071438786976108,1.3620607941530183,0.28735370450206776,0.1323370329213699,0.7461456848003094,0.061523530699646486,0.4076198419004176,-0.033230216588384584,-0.33690851277477607,0.18903730998451745,0.15780647825381972,0.8897480938127325,0.07336428432108258,0.4860699253768149,-0.039625668912650035,-0.40174956866612516,0.22541923064692804,792.0
6,0.2949724674251018,0.6689550677984826,-0.039758567395720944,-1.1723884672437892,-0.006428197276860472,1.3344730698564442,0.302833008205816,0.14401173041279386,0.8119702311293084,0.0669511014534012,0.443579831637508,-0.03616176732425755,-0.36663038942640014,0.20571407354754123,0.13798422371907737,0.7779858050745565,0.06414891158313617,0.4250141189922725,-0.034648242738594306,-0.35128533996374023,0.1971040599622217,870.0
7,0.30580887386788597,0.7300531423701697,-0.034720718429796155,-1.139010551905451,-0.00914925067502333,1.3068853455598701,0.3183123119095642,0.1553914530679873,0.8761316435923016,0.07224153830750708,0.47863125033099246,-0.03901924901475678,-0.3956013082305772,0.22196947924630528,0.17700251223746746,0.9979796115216356,0.08228852691616725,0.5451968693983891,-0.04444584927209015,-0.45061954192942044,0.25283987433624183,943.0
8,0.3166452803106702,0.791151216941857,-0.02968286946387136,-1.105632636567113,-0.011870304073186188,1.2792976212632958,0.33379161561331244,0.16569389751722421,0.9342191214433462,0.07703114816471643,0.5103644748478271,-0.041606222992338404,-0.4218296523358851,0.23668604302256763,0.125943854942989,0.7100995225476202,0.05855134012730405,0.3879278015149253,-0.03162487087207716,-0.32063252383158164,0.17990495193927505,1010.0
9,0.32748168675345435,0.8522492915135441,-0.02464502049794657,-1.072254721228775,-0.01459135747134905,1.2517098969667217,0.34927091931706067,0.17414595153084164,0.9818736856325492,0.08096051089185913,0.5363981922790768,-0.04372855851164935,-0.44334720403520234,0.24875940993511908,0.13912036872960926,0.7843916438500346,0.064677105777096,0.42851363261554004,-0.0349335320785644,-0.35417777995083144,0.19872699038313385,1074.0
