,pos_joint_1,pos_joint_2,pos_joint_3,pos_joint_4,pos_joint_5,pos_joint_6,pos_joint_7,vel_joint_1,vel_joint_2,vel_joint_3,vel_joint_4,vel_joint_5,vel_joint_6,vel_joint_7,acc_joint_1,acc_joint_2,acc_joint_3,acc_joint_4,acc_joint_5,acc_joint_6,acc_joint_7,time_from_start_ms
10,0.3383180931962385,0.9133473660852314,-0.019607171532021773,-1.0388768058904367,-0.017312410869511907,1.2241221726701477,0.36475022302080884,0.18210052540299254,1.0267233459136378,0.08465859493547426,0.5608995889975439,-0.04572597531029362,-0.46359825239153085,0.26012214955281965,0.12173215569443431,0.6863530235471245,0.05659331974331501,0.3749550746527387,-0.030567300854484034,-0.30991022411886743,0.1738887350207508,1135.0
11,0.3491544996390227,0.9744454406569185,-0.014569322566096977,-1.0054988905520987,-0.020033464267674772,1.1965344483735734,0.3802295267245571,0.1821005254029927,1.0267233459136378,0.08465859493547429,0.5608995889975426,-0.045725975310293654,-0.46359825239153124,0.26012214955281987,-0.12173215569442927,-0.686353023547125,-0.05659331974331459,-0.37495507465278377,0.03056730085448278,0.30991022411885466,-0.1738887350207435,1193.0
12,0.35999090608180684,1.0355435152286057,-0.009531473600172188,-0.9721209752137607,-0.02275451766583763,1.1689467240769993,0.3957088304283053,0.1741459515308415,0.9818736856325491,0.08096051089185904,0.5363981922790761,-0.04372855851164928,-0.44334720403520367,0.2487594099351193,-0.13912036872962383,-0.7843916438500356,-0.06467710577709927,-0.4285136326154718,0.03493353207856904,0.3541777799508133,-0.19872699038314123,1254.0
13,0.370827312524591,1.096641589800293,-0.004493624634247392,-0.9387430598754225,-0.025475571064000488,1.141358999780425,0.4111881341320536,0.16569389751722394,0.9342191214433461,0.07703114816471643,0.5103644748478293,-0.041606222992338404,-0.4218296523358838,0.23668604302256782,-0.12594385494297894,-0.7100995225476193,-0.05855134012729838,-0.38792780151490874,0.03162487087207051,0.32063252383167784,-0.17990495193926845,1318.0
14,0.38166371896737517,1.15773966437198,0.0005442243316773898,-0.9053651445370845,-0.028196624462163346,1.1137712754838511,0.42666743783580174,0.1565635000373885,0.8827399056131184,0.07278642333410604,0.48224134789643314,-0.03931355344175802,-0.3985851487523572,0.2236436939493257,-0.1446047548802153,-0.815313835240537,-0.06722679872589986,-0.4454064445992668,0.03631067750502698,0.3681401330479626,-0.2065611814779685,1385.0
15,0.3925001254101594,1.2188377389436673,0.0055820732976022,-0.8719872291987464,-0.03091767786032621,1.0861835511872768,0.44214674153954997,0.14496738357118377,0.817358416617206,0.06739538492515881,0.4465234006501647,-0.036401734631485334,-0.3690633265809836,0.20707917973401213,-0.17586587711727764,-0.9915710093987311,-0.08176010487006992,-0.5416958461567951,0.04416043686415184,0.4477258542030329,-0.25121624381641544,1456.0
16,0.40333653185294355,1.2799358135153545,0.010619922263526982,-0.8386093138604084,-0.03363873125848906,1.0585958268907028,0.4576260452432982,0.13218512438311453,0.7452891906066461,0.06145290836959569,0.40715193860093857,-0.0331920719094808,-0.3365217783998871,0.1888203156874442,-0.15081924059144908,-0.8503524906670574,-0.07011591520371187,-0.46454808339216697,0.03787115306965764,0.3839612006087177,-0.21543828591243014,1534.0
17,0.41417293829572777,1.3410338880870416,0.015657771229451778,-0.8052313985220703,-0.036359784656651926,1.0310081025941285,0.4731053489470464,0.11886057215627413,0.6701623955857818,0.05525831959961683,0.3661101247397689,-0.029846237817037328,-0.30259964054447797,0.1697868112019181,-0.15582677236294892,-0.8785860707943165,-0.07244391839277811,-0.4799721054058428,0.039128558964791414,0.3967095601915685,-0.2225913126566946,1620.0
18,0.4250093447385119,1.4021319626587287,0.02069562019537656,-0.7718534831837321,-0.039080838054814784,1.0034203782975544,0.4885846526507946,0.1033694201110239,0.5828198279311443,0.048056477852151384,0.31839482685114195,-0.025956364164111158,-0.26316169274165657,0.1476584194241215,-0.1584917904283304,-0.8936120365842235,-0.07368288617936077,-0.4881807996655024,0.039797752806985144,0.40349426174568276,-0.2263981672840161,1717.0
19,0.4358457511812961,1.4632300372304161,0.02573346916130137,-0.738475567845394,-0.04180189145297765,0.9758326540009802,0.5040639563545428,0.08442234440638968,0.4759919924831657,0.0392479760439295,0.26003471530332395,-0.02119869795773926,-0.21492552667261455,0.12059340108261746,-0.16233261681475847,-0.9152674717336379,-0.07546848764616655,-0.5000111770726197,0.0407621955625889,0.41327237960966723,-0.23188460953059284,1831.0
20,0.44668215762408026,1.5243281118021033,0.030771318127226152,-0.705097652507056,-0.0445229448511405,0.9482449297044061,0.519543260058291,0.05234696190690665,0.2951438374959771,0.02433612003245036,0.16123725812364653,-0.01314447546170975,-0.1332668316268849,0.07477520574776077,-0.17263264486284588,-0.9733413253764779,-0.08025697411767604,-0.5317369586762182,0.04334856277476394,0.43949457195156094,-0.2465977215899546,1978.0
21,0.4575185640668644,1.5854261863737904,0.03580916709315095,-0.6717197371687179,-0.047243998249303365,0.9206572054078319,0.5350225637620393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1757261067042739,-0.9907829526604096,-0.08169512555849318,-0.5412653302808429,0.044125340104052294,0.44737002151631505,-0.25101658826797024,2329.0
